,Unnamed: 0,idx,abb,abb_cn,book,book_cn,chapter,sec,no1,no,chinese,english
18878,18878,23,Isa,賽,Isaiah,以賽亞書,63,12,12,12,使他榮耀的膀臂在摩西的右手邊行動，在他們前面將水分開，要建立自己永遠的名，,"He who made the arm of his glory go at the right hand of Moses, by whom the waters were parted before them, to make himself an eternal name;"
18879,18879,23,Isa,賽,Isaiah,以賽亞書,63,13,13,13,帶領他們經過深處，如馬行走曠野，使他們不致絆跌的在哪裡呢？,"He who made them go through the deep waters, like a horse in the waste land?"
18880,18880,23,Isa,賽,Isaiah,以賽亞書,63,14,14,14,耶和華的靈使他們得安息，彷彿牲畜下到山谷；照樣，你也引導你的百姓，要建立自己榮耀的名。,"Like the cattle which go down into the valley, they went without falling, the spirit of the Lord guiding them: so you went before your people, to make yourself a great name."
18881,18881,23,Isa,賽,Isaiah,以賽亞書,63,15,15,15,求你從天上垂顧，從你聖潔榮耀的居所觀看。你的熱心和你大能的作為在哪裡呢？你愛慕的心腸和憐憫向我們止住了。,"Let your eyes be looking down from heaven, from your holy and beautiful house: where is your deep feeling, the working of your power? do not keep back the moving of your pity and your mercies:"
18882,18882,23,Isa,賽,Isaiah,以賽亞書,63,16,16,16,亞伯拉罕雖然不認識我們，以色列也不承認我們，你卻是我們的父。耶和華啊，你是我們的父；從萬古以來，你名稱為我們的救贖主。,"For you are our father, though Abraham has no knowledge of us, and Israel gives no thought to us: you, O Lord, are our father; from the earliest days you have taken up our cause."
18883,18883,23,Isa,賽,Isaiah,以賽亞書,63,17,17,17,耶和華啊，你為何使我們走差離開你的道，使我們心裡剛硬、不敬畏你呢？求你為你僕人，為你產業支派的緣故，轉回來。,"O Lord, why do you send us wandering from your ways, making our hearts hard, so that we have no fear of you? Come back, because of your servants, the tribes of your heritage."
18884,18884,23,Isa,賽,Isaiah,以賽亞書,63,18,18,18,你的聖民不過暫時得這產業；我們的敵人已經踐踏你的聖所。,"Why have evil men gone over your holy place, so that it has been crushed under the feet of our haters?"
18885,18885,23,Isa,賽,Isaiah,以賽亞書,63,19,19,19,我們好像你未曾治理的人，又像未曾得稱你名下的人。,"We have become as those who were never ruled by you, on whom your name was not named."
18886,18886,23,Isa,賽,Isaiah,以賽亞書,64,1,1,1,願你裂天而降；願山在你面前震動─,"O let the heavens be broken open and come down, so that the mountains may be shaking before you,"
18887,18887,23,Isa,賽,Isaiah,以賽亞書,64,2,2,2,好像火燒乾柴，又像火將水燒開，使你敵人知道你的名，使列國在你面前發顫！,"As when fire puts the brushwood in flames, or as when water is boiling from the heat of the fire: to make your name feared by your haters, so that the nations may be shaking before you;"
18888,18888,23,Isa,賽,Isaiah,以賽亞書,64,3,3,3,你曾行我們不能逆料可畏的事。那時你降臨，山嶺在你面前震動。,"While you do acts of power for which we are not looking, and which have not come to the ears of men in the past."
18889,18889,23,Isa,賽,Isaiah,以賽亞書,64,4,4,4,從古以來，人未曾聽見、未曾耳聞、未曾眼見在你以外有甚麼神為等候他的人行事。,"The ear has not had news of, or the eye seen, ... any God but you, working for the man who is waiting for him."
18890,18890,23,Isa,賽,Isaiah,以賽亞書,64,5,5,5,你迎接那歡喜行義、記念你道的人；你曾發怒，我們仍犯罪；這景況已久，我們還能得救麼？,"Will you not have mercy on him who takes pleasure in doing righteousness, even on those who keep in mind your ways? Truly you were angry, and we went on doing evil, and sinning against you in the past."
18891,18891,23,Isa,賽,Isaiah,以賽亞書,64,6,6,6,我們都像不潔淨的人；所有的義都像污穢的衣服。我們都像葉子漸漸枯乾；我們的罪孽好像風把我們吹去。,"For we have all become like an unclean person, and all our good acts are like a dirty robe: and we have all become old like a dead leaf, and our sins, like the wind, take us away."
18892,18892,23,Isa,賽,Isaiah,以賽亞書,64,7,7,7,並且無人求告你的名；無人奮力抓住你。原來你掩面不顧我們，使我們因罪孽消化。,"And there is no one who makes prayer to your name, or who is moved to keep true to you: for your face is veiled from us, and you have given us into the power of our sins."
18893,18893,23,Isa,賽,Isaiah,以賽亞書,64,8,8,8,耶和華啊，現在你仍是我們的父！我們是泥，你是窯匠；我們都是你手的工作。,"But now, O Lord, you are our father; we are the earth, and you are our maker; and we are all the work of your hand."
18894,18894,23,Isa,賽,Isaiah,以賽亞書,64,9,9,9,耶和華啊，求你不要大發震怒，也不要永遠記念罪孽。求你垂顧我們，我們都是你的百姓。,"Be not very angry, O Lord, and do not keep our sins in mind for ever: give ear to our prayer, for we are all your people."
18895,18895,23,Isa,賽,Isaiah,以賽亞書,64,10,10,10,你的聖邑變為曠野。錫安變為曠野；耶路撒冷成為荒場。,"Your holy towns have become a waste, Zion has become a waste, Jerusalem is a mass of broken walls."
18896,18896,23,Isa,賽,Isaiah,以賽亞書,64,11,11,11,我們聖潔華美的殿─就是我們列祖讚美你的所在被火焚燒；我們所羨慕的美地盡都荒廢。,"Our holy and beautiful house, where our fathers gave praise to you, is burned with fire; and all the things of our desire have come to destruction."
18897,18897,23,Isa,賽,Isaiah,以賽亞書,64,12,12,12,耶和華啊，有這些事，你還忍得住麼？你仍靜默使我們深受苦難麼？,"In view of all this, will you still do nothing, O Lord? will you keep quiet, and go on increasing our punishment?"
18898,18898,23,Isa,賽,Isaiah,以賽亞書,65,1,1,1,素來沒有訪問我的，現在求問我；沒有尋找我的，我叫他們遇見；沒有稱為我名下的，我對他們說：我在這裡！我在這裡！,"I have been ready to give an answer to those who did not make prayer to me; I have been offering myself to those who were not searching for me; I said, Here am I, here am I, to a nation which gave no respect to my name."
18899,18899,23,Isa,賽,Isaiah,以賽亞書,65,2,2,2,我整天伸手招呼那悖逆的百姓；他們隨自己的意念行不善之道。,"All day my hands have been stretched out to an uncontrolled people, who go in an evil way, after the purposes of their hearts;"
18900,18900,23,Isa,賽,Isaiah,以賽亞書,65,3,3,3,這百姓時常當面惹我發怒；在園中獻祭，在壇（原文是磚）上燒香；,"A people who make me angry every day, making offerings in gardens, and burning perfumes on bricks."
18901,18901,23,Isa,賽,Isaiah,以賽亞書,65,4,4,4,在墳墓間坐著，在隱密處住宿，吃豬肉；他們器皿中有可憎之物做的湯；,"Who are seated in the resting-places of the dead, and by night are in the secret places; who take pig's flesh for food, and have the liquid of disgusting things in their vessels."
18902,18902,23,Isa,賽,Isaiah,以賽亞書,65,5,5,5,且對人說：你站開罷！不要挨近我，因為我比你聖潔。主說：這些人是我鼻中的煙，是整天燒著的火。,"Who say, Keep away, do not come near me, for fear that I make you holy: these are a smoke in my nose, a fire burning all day."
18903,18903,23,Isa,賽,Isaiah,以賽亞書,65,6,6,"6,7 ",看哪，這都寫在我面前。我必不靜默，必施行報應，必將你們的罪孽和你們列祖的罪孽，就是在山上燒香，在岡上褻瀆我的罪孽，一同報應在他們後人懷中，我先要把他們所行的量給他們；這是耶和華說的。,"See, it is recorded before me, says the Lord: I will not keep back my hand, till I have sent punishment,"
18904,18904,23,Isa,賽,Isaiah,以賽亞書,65,7,"6,7 ",7,,"For their sins and the sins of their fathers, who were burning perfumes on the mountains, and saying evil things against me on the hills: so I will take the measure of their sins, and will send the punishment for them into their breast."
18905,18905,23,Isa,賽,Isaiah,以賽亞書,65,8,8,8,耶和華如此說：葡萄中尋得新酒，人就說：不要毀壞，因為福在其中。我因我僕人的緣故也必照樣而行，不將他們全然毀滅。,"This is the word of the Lord: As the new wine is seen in the grapes, and they say, Do not send destruction on it, for a blessing is in it: so will I do for my servants, in order that I may not put an end to them all."
18906,18906,23,Isa,賽,Isaiah,以賽亞書,65,9,9,9,我必從雅各中領出後裔，從猶大中領出承受我眾山的。我的選民必承受；我的僕人要在那裡居住。,"And I will take a seed out of Jacob, and out of Judah one who will have my mountains for a heritage: and the people I have taken to be mine will have it for themselves, and my servants will have their resting-place there."
18907,18907,23,Isa,賽,Isaiah,以賽亞書,65,10,10,10,沙崙平原必成為羊群的圈；亞割谷必成為牛群躺臥之處，都為尋求我的民所得。,"And Sharon will be a grass-land for the flocks, and the valley of Achor a resting-place for the herds: for my people whose hearts have been turned back to me."
18908,18908,23,Isa,賽,Isaiah,以賽亞書,65,11,11,11,但你們這些離棄耶和華、忘記我的聖山、給時運擺筵席（原文是桌子）、給天命盛滿調和酒的，,"But as for you who have given up the Lord, who have no care for my holy mountain, who get ready a table for Chance, and make offerings of mixed wine to Fate;"
18909,18909,23,Isa,賽,Isaiah,以賽亞書,65,12,12,12,我要命定你們歸在刀下，都必屈身被殺；因為我呼喚，你們沒有答應；我說話，你們沒有聽從；反倒行我眼中看為惡的，揀選我所不喜悅的。,"Your fate will be the sword, and you will all go down to death: because when my voice came to you, you made no answer; you did not give ear to my word; but you did what was evil in my eyes, desiring what was not pleasing to me."
18910,18910,23,Isa,賽,Isaiah,以賽亞書,65,13,13,13,所以，主耶和華如此說：我的僕人必得吃，你們卻飢餓；我的僕人必得喝，你們卻乾渴；我的僕人必歡喜，你們卻蒙羞。,"For this cause says the Lord God, My servants will have food, but you will be in need of food: my servants will have drink, but you will be dry: my servants will have joy, but you will be shamed:"
